"PASSENGERS","DISTANCE","UNIQUE_CARRIER_NAME","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","DEST","DEST_CITY_NAME","DEST_STATE_NM",
196.00,134.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","SIT","Sitka, AK","Alaska","KLW","Klawock, AK","Alaska",
196.00,3242.00,"Omni Air International LLC","ELP","El Paso, TX","Texas","HNL","Honolulu, HI","Hawaii",
196.00,119.00,"Multi-Aero, Inc. d/b/a Air Choice One","MCW","Mason City, IA","Iowa","MSP","Minneapolis, MN","Minnesota",
196.00,583.00,"ExpressJet Airlines Inc.","EWR","Newark, NJ","New Jersey","AVL","Asheville, NC","North Carolina",
196.00,246.00,"ExpressJet Airlines Inc.","EWR","Newark, NJ","New Jersey","ROC","Rochester, NY","New York",
196.00,888.00,"United Air Lines Inc.","DEN","Denver, CO","Colorado","ORD","Chicago, IL","Illinois",
197.00,1047.00,"Delta Air Lines Inc.","LGA","New York, NY","New York","SRQ","Sarasota/Bradenton, FL","Florida",
197.00,415.00,"Southwest Airlines Co.","SNA","Santa Ana, CA","California","RNO","Reno, NV","Nevada",
197.00,717.00,"Air Wisconsin Airlines Corp","ORD","Chicago, IL","Illinois","ORF","Norfolk, VA","Virginia",
197.00,692.00,"United Air Lines Inc.","ATL","Atlanta, GA","Georgia","MCI","Kansas City, MO","Missouri",
197.00,563.00,"Republic Airline","MYR","Myrtle Beach, SC","South Carolina","LGA","New York, NY","New York",
197.00,74.00,"Bering Air Inc.","WLK","Selawik, AK","Alaska","OTZ","Kotzebue, AK","Alaska",
197.00,237.00,"Wright Air Service","ARC","Arctic Village, AK","Alaska","FAI","Fairbanks, AK","Alaska",
198.00,1050.00,"SkyWest Airlines Inc.","BDL","Hartford, CT","Connecticut","MSP","Minneapolis, MN","Minnesota",
198.00,1576.00,"JetBlue Airways","SJU","San Juan, PR","Puerto Rico","PHL","Philadelphia, PA","Pennsylvania",
198.00,951.00,"Southwest Airlines Co.","MCI","Kansas City, MO","Missouri","RIC","Richmond, VA","Virginia",
198.00,305.00,"ExpressJet Airlines Inc.","IAH","Houston, TX","Texas","MSY","New Orleans, LA","Louisiana",
198.00,308.00,"Southwest Airlines Co.","STL","St. Louis, MO","Missouri","CVG","Cincinnati, OH","Kentucky",
198.00,802.00,"GoJet Airlines LLC d/b/a United Express","DFW","Dallas/Fort Worth, TX","Texas","ORD","Chicago, IL","Illinois",
198.00,1772.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","SNA","Santa Ana, CA","California",
198.00,1884.00,"Southwest Airlines Co.","SJC","San Jose, CA","California","MSY","New Orleans, LA","Louisiana",
199.00,637.00,"SkyWest Airlines Inc.","ORD","Chicago, IL","Illinois","HYS","Hays, KS","Kansas",
199.00,232.00,"SkyWest Airlines Inc.","MSP","Minneapolis, MN","Minnesota","DSM","Des Moines, IA","Iowa",
199.00,2473.00,"Southwest Airlines Co.","RSW","Fort Myers, FL","Florida","OAK","Oakland, CA","California",
199.00,95.00,"Bering Air Inc.","ELI","Elim, AK","Alaska","OME","Nome, AK","Alaska",
199.00,562.00,"Endeavor Air Inc.","CVG","Cincinnati, OH","Kentucky","XNA","Fayetteville, AR","Arkansas",
199.00,988.00,"Southwest Airlines Co.","ELP","El Paso, TX","Texas","OAK","Oakland, CA","California",
199.00,626.00,"Horizon Air","FAT","Fresno, CA","California","PDX","Portland, OR","Oregon",
200.00,2171.00,"American Airlines Inc.","ONT","Ontario, CA","California","MCO","Orlando, FL","Florida",
200.00,859.00,"Southwest Airlines Co.","PDX","Portland, OR","Oregon","SNA","Santa Ana, CA","California",
200.00,24.00,"Smokey Bay Air Inc.","PGM","Port Graham, AK","Alaska","HOM","Homer, AK","Alaska",
200.00,309.00,"Envoy Air","MAF","Midland/Odessa, TX","Texas","DFW","Dallas/Fort Worth, TX","Texas",
200.00,621.00,"SkyWest Airlines Inc.","JAC","Jackson, WY","Wyoming","SEA","Seattle, WA","Washington",
200.00,983.00,"Southwest Airlines Co.","TPA","Tampa, FL","Florida","DTW","Detroit, MI","Michigan",
200.00,288.00,"Era Aviation","AKN","King Salmon, AK","Alaska","ANC","Anchorage, AK","Alaska",
201.00,308.00,"Delta Air Lines Inc.","SJC","San Jose, CA","California","LAX","Los Angeles, CA","California",
201.00,1209.00,"Southwest Airlines Co.","ORF","Norfolk, VA","Virginia","HOU","Houston, TX","Texas",
201.00,41.00,"Harris Air Services","JNU","Juneau, AK","Alaska","GST","Gustavus, AK","Alaska",
201.00,1201.00,"SkyWest Airlines Inc.","CLE","Cleveland, OH","Ohio","DEN","Denver, CO","Colorado",
201.00,851.00,"Republic Airline","SAV","Savannah, GA","Georgia","IAH","Houston, TX","Texas",
202.00,708.00,"Alaska Airlines Inc.","ANC","Anchorage, AK","Alaska","WRG","Wrangell, AK","Alaska",
202.00,541.00,"Delta Air Lines Inc.","JFK","New York, NY","New York","CLT","Charlotte, NC","North Carolina",
202.00,1123.00,"GoJet Airlines LLC d/b/a United Express","DTW","Detroit, MI","Michigan","DEN","Denver, CO","Colorado",
202.00,575.00,"Southwest Airlines Co.","CLT","Charlotte, NC","North Carolina","STL","St. Louis, MO","Missouri",
202.00,951.00,"Southwest Airlines Co.","RIC","Richmond, VA","Virginia","MCI","Kansas City, MO","Missouri",
202.00,444.00,"Southwest Airlines Co.","RNO","Reno, NV","Nevada","PDX","Portland, OR","Oregon",
202.00,500.00,"Trans States Airlines","DCA","Washington, DC","Virginia","IND","Indianapolis, IN","Indiana",
202.00,342.00,"Horizon Air","SNA","Santa Ana, CA","California","SJC","San Jose, CA","California",
202.00,112.00,"Hageland Aviation Service","BET","Bethel, AK","Alaska","OOK","Toksook, AK","Alaska",
202.00,1106.00,"Mesa Airlines Inc.","DFW","Dallas/Fort Worth, TX","Texas","ILM","Wilmington, NC","North Carolina",
202.00,366.00,"Republic Airline","CLT","Charlotte, NC","North Carolina","PIT","Pittsburgh, PA","Pennsylvania",
202.00,163.00,"Bering Air Inc.","SVA","Savoonga, AK","Alaska","OME","Nome, AK","Alaska",
203.00,1166.00,"Southwest Airlines Co.","SAT","San Antonio, TX","Texas","ONT","Ontario, CA","California",
203.00,1589.00,"SkyWest Airlines Inc.","SFO","San Francisco, CA","California","MSP","Minneapolis, MN","Minnesota",
203.00,926.00,"Southwest Airlines Co.","DTW","Detroit, MI","Michigan","MSY","New Orleans, LA","Louisiana",
203.00,72.00,"Hageland Aviation Service","KLG","Kalskag, AK","Alaska","BET","Bethel, AK","Alaska",
203.00,26.00,"Pacific Airways, Inc.","ZXM","Saltery Cove, AK","Alaska","WFB","Ketchikan, AK","Alaska",
204.00,119.00,"Mesa Airlines Inc.","PHX","Phoenix, AZ","Arizona","FLG","Flagstaff, AZ","Arizona",
204.00,1965.00,"Southwest Airlines Co.","JAX","Jacksonville, FL","Florida","LAS","Las Vegas, NV","Nevada",
204.00,453.00,"Endeavor Air Inc.","LIT","Little Rock, AR","Arkansas","ATL","Atlanta, GA","Georgia",
204.00,642.00,"GoJet Airlines LLC d/b/a United Express","RIC","Richmond, VA","Virginia","ORD","Chicago, IL","Illinois",
204.00,1741.00,"Southwest Airlines Co.","ELP","El Paso, TX","Texas","BWI","Baltimore, MD","Maryland",
204.00,316.00,"ExpressJet Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX","Texas","IAH","Houston, TX","Texas",
205.00,2409.00,"Southwest Airlines Co.","ONT","Ontario, CA","California","EWR","Newark, NJ","New Jersey",
205.00,438.00,"Southwest Airlines Co.","ORF","Norfolk, VA","Virginia","BUF","Buffalo, NY","New York",
205.00,1214.00,"Southwest Airlines Co.","SAT","San Antonio, TX","Texas","DTW","Detroit, MI","Michigan",
205.00,150.00,"Hageland Aviation Service","PHO","Point Hope, AK","Alaska","OTZ","Kotzebue, AK","Alaska",
205.00,289.00,"Multi-Aero, Inc. d/b/a Air Choice One","MKL","Jackson, TN","Tennessee","ATL","Atlanta, GA","Georgia",
205.00,1482.00,"Spirit Air Lines","PDX","Portland, OR","Oregon","MCI","Kansas City, MO","Missouri",
205.00,961.00,"Allegiant Air","BIF","El Paso, TX","Texas","MHR","Sacramento, CA","California",
206.00,799.00,"United Air Lines Inc.","EWR","Newark, NJ","New Jersey","MSN","Madison, WI","Wisconsin",
206.00,2469.00,"United Air Lines Inc.","LAX","Los Angeles, CA","California","LGA","New York, NY","New York",
206.00,797.00,"Via Airlines d/b/a Charter Air Transport","AUS","Austin, TX","Texas","TUS","Tucson, AZ","Arizona",
206.00,358.00,"Via Airlines d/b/a Charter Air Transport","OKC","Oklahoma City, OK","Oklahoma","AUS","Austin, TX","Texas",
206.00,1032.00,"PSA Airlines Inc.","CLT","Charlotte, NC","North Carolina","AUS","Austin, TX","Texas",
206.00,1032.00,"SkyWest Airlines Inc.","DEN","Denver, CO","Colorado","TVC","Traverse City, MI","Michigan",
206.00,2112.00,"Southwest Airlines Co.","TPA","Tampa, FL","Florida","ONT","Ontario, CA","California",
206.00,550.00,"Republic Airline","EWR","Newark, NJ","New Jersey","MYR","Myrtle Beach, SC","South Carolina",
206.00,316.00,"Republic Airline","MFE","Mission/McAllen/Edinburg, TX","Texas","IAH","Houston, TX","Texas",
207.00,802.00,"GoJet Airlines LLC d/b/a United Express","ORD","Chicago, IL","Illinois","DFW","Dallas/Fort Worth, TX","Texas",
207.00,782.00,"Southwest Airlines Co.","ATL","Atlanta, GA","Georgia","ICT","Wichita, KS","Kansas",
207.00,1209.00,"Southwest Airlines Co.","SNA","Santa Ana, CA","California","AUS","Austin, TX","Texas",
207.00,40.00,"Hageland Aviation Service","BET","Bethel, AK","Alaska","EEK","Eek, AK","Alaska",
207.00,1469.00,"Allegiant Air","BIF","El Paso, TX","Texas","CRW","Charleston/Dunbar, WV","West Virginia",
207.00,56.00,"Star Marianas Air Inc.","GUM","Guam, TT","U.S. Pacific Trust Territories and Possessions","ROP","Rota, TT","U.S. Pacific Trust Territories and Possessions",
207.00,220.00,"Peninsula Airways Inc.","MCG","McGrath, AK","Alaska","ANC","Anchorage, AK","Alaska",
207.00,163.00,"Cape Air","HPN","White Plains, NY","New York","MVY","Martha's Vineyard, MA","Massachusetts",
208.00,604.00,"Republic Airline","LGA","New York, NY","New York","LEX","Lexington, KY","Kentucky",
208.00,744.00,"Southwest Airlines Co.","SAT","San Antonio, TX","Texas","BHM","Birmingham, AL","Alabama",
208.00,426.00,"Via Airlines d/b/a Charter Air Transport","TUL","Tulsa, OK","Oklahoma","AUS","Austin, TX","Texas",
208.00,163.00,"Bering Air Inc.","OME","Nome, AK","Alaska","SVA","Savoonga, AK","Alaska",
208.00,978.00,"Envoy Air","ORD","Chicago, IL","Illinois","BGR","Bangor, ME","Maine",
208.00,74.00,"Bering Air Inc.","OTZ","Kotzebue, AK","Alaska","WLK","Selawik, AK","Alaska",
209.00,588.00,"Southwest Airlines Co.","SNA","Santa Ana, CA","California","SLC","Salt Lake City, UT","Utah",
209.00,948.00,"SkyWest Airlines Inc.","DEN","Denver, CO","Colorado","SJC","San Jose, CA","California",
210.00,500.00,"Endeavor Air Inc.","LGA","New York, NY","New York","ILM","Wilmington, NC","North Carolina",
210.00,406.00,"GoJet Airlines LLC d/b/a United Express","DEN","Denver, CO","Colorado","JAC","Jackson, WY","Wyoming",
210.00,954.00,"Southwest Airlines Co.","AUS","Austin, TX","Texas","JAX","Jacksonville, FL","Florida",
210.00,2277.00,"Southwest Airlines Co.","PHX","Phoenix, AZ","Arizona","PVD","Providence, RI","Rhode Island",
210.00,1081.00,"SkyWest Airlines Inc.","MTJ","Montrose/Delta, CO","Colorado","ORD","Chicago, IL","Illinois",
210.00,466.00,"Southwest Airlines Co.","TUL","Tulsa, OK","Oklahoma","MAF","Midland/Odessa, TX","Texas",
210.00,753.00,"Republic Airline","MYR","Myrtle Beach, SC","South Carolina","ORD","Chicago, IL","Illinois",
210.00,753.00,"Republic Airline","ORD","Chicago, IL","Illinois","MYR","Myrtle Beach, SC","South Carolina",
211.00,1688.00,"Southwest Airlines Co.","ABQ","Albuquerque, NM","New Mexico","FLL","Fort Lauderdale, FL","Florida",
211.00,937.00,"Southwest Airlines Co.","SEA","Seattle, WA","Washington","BUR","Burbank, CA","California",
211.00,289.00,"Multi-Aero, Inc. d/b/a Air Choice One","ATL","Atlanta, GA","Georgia","MKL","Jackson, TN","Tennessee",
211.00,1238.00,"Elite Airways LLC","VRB","Vero Beach, FL","Florida","PWM","Portland, ME","Maine",
211.00,1091.00,"Republic Airline","CLE","Cleveland, OH","Ohio","IAH","Houston, TX","Texas",
211.00,197.00,"Bering Air Inc.","GAM","Gambell, AK","Alaska","OME","Nome, AK","Alaska",
212.00,453.00,"Endeavor Air Inc.","ATL","Atlanta, GA","Georgia","LIT","Little Rock, AR","Arkansas",
212.00,67.00,"Hageland Aviation Service","BET","Bethel, AK","Alaska","KKH","Kongiganak, AK","Alaska",
212.00,393.00,"SkyWest Airlines Inc.","LAX","Los Angeles, CA","California","FLG","Flagstaff, AZ","Arizona",
213.00,44.00,"Spernak Airways Inc.","MRI","Anchorage, AK","Alaska","TYE","Tyonek, AK","Alaska",
213.00,371.00,"Commutair Aka Champlain Enterprises, Inc.","PVD","Providence, RI","Rhode Island","IAD","Washington, DC","Virginia",
213.00,232.00,"SkyWest Airlines Inc.","DSM","Des Moines, IA","Iowa","MSP","Minneapolis, MN","Minnesota",
213.00,939.00,"SkyWest Airlines Inc.","MSP","Minneapolis, MN","Minnesota","IDA","Idaho Falls, ID","Idaho",
213.00,977.00,"SkyWest Airlines Inc.","ORD","Chicago, IL","Illinois","AUS","Austin, TX","Texas",
213.00,39.00,"Pacific Airways, Inc.","WFB","Ketchikan, AK","Alaska","HYL","Hollis, AK","Alaska",
213.00,254.00,"Wright Air Service","FAI","Fairbanks, AK","Alaska","HSL","Huslia, AK","Alaska",
214.00,1174.00,"Delta Air Lines Inc.","SLC","Salt Lake City, UT","Utah","MSN","Madison, WI","Wisconsin",
214.00,1250.00,"Southwest Airlines Co.","DEN","Denver, CO","Colorado","ECP","Panama City, FL","Florida",
214.00,2548.00,"Southwest Airlines Co.","EWR","Newark, NJ","New Jersey","SJC","San Jose, CA","California",
214.00,1751.00,"Southwest Airlines Co.","ONT","Ontario, CA","California","BNA","Nashville, TN","Tennessee",
214.00,24.00,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service","KUK","Kasigluk, AK","Alaska","BET","Bethel, AK","Alaska",
214.00,752.00,"SkyWest Airlines Inc.","CVG","Cincinnati, OH","Kentucky","BOS","Boston, MA","Massachusetts",
215.00,906.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","PVD","Providence, RI","Rhode Island",
215.00,805.00,"Southwest Airlines Co.","DAL","Dallas, TX","Texas","CVG","Cincinnati, OH","Kentucky",
215.00,530.00,"Southwest Airlines Co.","DSM","Des Moines, IA","Iowa","BNA","Nashville, TN","Tennessee",
215.00,2013.00,"Southwest Airlines Co.","SMF","Sacramento, CA","California","DTW","Detroit, MI","Michigan",
215.00,1032.00,"PSA Airlines Inc.","AUS","Austin, TX","Texas","CLT","Charlotte, NC","North Carolina",
215.00,1123.00,"Republic Airline","DTW","Detroit, MI","Michigan","DEN","Denver, CO","Colorado",
216.00,111.00,"Alaska Airlines Inc.","PSG","Petersburg, AK","Alaska","KTN","Ketchikan, AK","Alaska",
217.00,420.00,"Commutair Aka Champlain Enterprises, Inc.","TYS","Knoxville, TN","Tennessee","IAD","Washington, DC","Virginia",
217.00,26.00,"Pacific Airways, Inc.","WFB","Ketchikan, AK","Alaska","ZXM","Saltery Cove, AK","Alaska",
217.00,902.00,"Compass Airlines","BZN","Bozeman, MT","Montana","LAX","Los Angeles, CA","California",
217.00,1123.00,"Republic Airline","DEN","Denver, CO","Colorado","DTW","Detroit, MI","Michigan",
218.00,926.00,"Endeavor Air Inc.","DTW","Detroit, MI","Michigan","MSY","New Orleans, LA","Louisiana",
218.00,646.00,"PSA Airlines Inc.","CLT","Charlotte, NC","North Carolina","ALB","Albany, NY","New York",
218.00,95.00,"Hageland Aviation Service","CYF","Chefornak, AK","Alaska","BET","Bethel, AK","Alaska",
218.00,218.00,"Boutique Air","MCK","McCook, NE","Nebraska","DEN","Denver, CO","Colorado",
219.00,371.00,"Commutair Aka Champlain Enterprises, Inc.","IAD","Washington, DC","Virginia","PVD","Providence, RI","Rhode Island",
219.00,656.00,"Southwest Airlines Co.","BOI","Boise, ID","Idaho","BUR","Burbank, CA","California",
219.00,804.00,"SkyWest Airlines Inc.","DEN","Denver, CO","Colorado","RNO","Reno, NV","Nevada",
219.00,917.00,"Southwest Airlines Co.","CLE","Cleveland, OH","Ohio","MSY","New Orleans, LA","Louisiana",
219.00,1048.00,"Envoy Air","MYR","Myrtle Beach, SC","South Carolina","DFW","Dallas/Fort Worth, TX","Texas",
220.00,196.00,"Cape Air","BHB","Bar Harbor, ME","Maine","BOS","Boston, MA","Massachusetts",
220.00,111.00,"Alaska Airlines Inc.","KTN","Ketchikan, AK","Alaska","PSG","Petersburg, AK","Alaska",
220.00,2311.00,"Southwest Airlines Co.","LAX","Los Angeles, CA","California","DCA","Washington, DC","Virginia",
220.00,1106.00,"Mesa Airlines Inc.","ILM","Wilmington, NC","North Carolina","DFW","Dallas/Fort Worth, TX","Texas",
221.00,743.00,"Allegiant Air","TVC","Traverse City, MI","Michigan","PVD","Providence, RI","Rhode Island",
221.00,978.00,"SkyWest Airlines Inc.","ORD","Chicago, IL","Illinois","BGR","Bangor, ME","Maine",
221.00,902.00,"Delta Air Lines Inc.","LAX","Los Angeles, CA","California","BZN","Bozeman, MT","Montana",
222.00,446.00,"Southwest Airlines Co.","AUS","Austin, TX","Texas","LIT","Little Rock, AR","Arkansas",
222.00,279.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","DFW","Dallas/Fort Worth, TX","Texas","VCT","Victoria, TX","Texas",
222.00,95.00,"JetBlue Airways","PWM","Portland, ME","Maine","BOS","Boston, MA","Massachusetts",
222.00,988.00,"Southwest Airlines Co.","OAK","Oakland, CA","California","ELP","El Paso, TX","Texas",
222.00,1091.00,"Mesa Airlines Inc.","IAH","Houston, TX","Texas","CLE","Cleveland, OH","Ohio",
223.00,948.00,"SkyWest Airlines Inc.","SJC","San Jose, CA","California","DEN","Denver, CO","Colorado",
223.00,4431.00,"Delta Air Lines Inc.","OGG","Kahului, HI","Hawaii","ATL","Atlanta, GA","Georgia",
224.00,1183.00,"Southwest Airlines Co.","MSY","New Orleans, LA","Louisiana","LGA","New York, NY","New York",
224.00,418.00,"Southwest Airlines Co.","AUS","Austin, TX","Texas","AMA","Amarillo, TX","Texas",
224.00,130.00,"JetBlue Airways","RDU","Raleigh/Durham, NC","North Carolina","CLT","Charlotte, NC","North Carolina",
224.00,1098.00,"Sun Country Airlines d/b/a MN Airlines","IFP","Bullhead City, AZ","Arizona","OMA","Omaha, NE","Nebraska",
224.00,204.00,"Alaska Airlines Inc.","SCC","Deadhorse, AK","Alaska","BRW","Barrow, AK","Alaska",
224.00,1379.00,"United Air Lines Inc.","LAX","Los Angeles, CA","California","IAH","Houston, TX","Texas",
225.00,1139.00,"Southwest Airlines Co.","CMH","Columbus, OH","Ohio","SAT","San Antonio, TX","Texas",
225.00,804.00,"SkyWest Airlines Inc.","RNO","Reno, NV","Nevada","DEN","Denver, CO","Colorado",
225.00,235.00,"Katmai Air","DQL","Anchorage, AK","Alaska","LKK","Kulik Lake, AK","Alaska",
225.00,685.00,"Elite Airways LLC","MYR","Myrtle Beach, SC","South Carolina","ALB","Albany, NY","New York",
225.00,674.00,"Southwest Airlines Co.","STL","St. Louis, MO","Missouri","BUF","Buffalo, NY","New York",
225.00,1196.00,"Southwest Airlines Co.","ONT","Ontario, CA","California","AUS","Austin, TX","Texas",
226.00,220.00,"Peninsula Airways Inc.","ANC","Anchorage, AK","Alaska","MCG","McGrath, AK","Alaska",
226.00,1139.00,"Southwest Airlines Co.","SAT","San Antonio, TX","Texas","CMH","Columbus, OH","Ohio",
226.00,743.00,"Southwest Airlines Co.","MCI","Kansas City, MO","Missouri","PNS","Pensacola, FL","Florida",
226.00,392.00,"Via Airlines d/b/a Charter Air Transport","MGM","Montgomery, AL","Alabama","SFB","Sanford, FL","Florida",
226.00,729.00,"SkyWest Airlines Inc.","ORD","Chicago, IL","Illinois","PIB","Hattiesburg/Laurel, MS","Mississippi",
226.00,1365.00,"Southwest Airlines Co.","EWR","Newark, NJ","New Jersey","DAL","Dallas, TX","Texas",
226.00,224.00,"Republic Airline","TVC","Traverse City, MI","Michigan","ORD","Chicago, IL","Illinois",
226.00,1050.00,"SkyWest Airlines Inc.","MSP","Minneapolis, MN","Minnesota","BDL","Hartford, CT","Connecticut",
226.00,743.00,"Southwest Airlines Co.","PNS","Pensacola, FL","Florida","MCI","Kansas City, MO","Missouri",
226.00,802.00,"SkyWest Airlines Inc.","ORD","Chicago, IL","Illinois","DFW","Dallas/Fort Worth, TX","Texas",
227.00,30.00,"Cape Air","MVY","Martha's Vineyard, MA","Massachusetts","ACK","Nantucket, MA","Massachusetts",
227.00,196.00,"Cape Air","BOS","Boston, MA","Massachusetts","BHB","Bar Harbor, ME","Maine",
227.00,493.00,"Southwest Airlines Co.","ABQ","Albuquerque, NM","New Mexico","SLC","Salt Lake City, UT","Utah",
227.00,1032.00,"SkyWest Airlines Inc.","TVC","Traverse City, MI","Michigan","DEN","Denver, CO","Colorado",
228.00,150.00,"Hageland Aviation Service","OTZ","Kotzebue, AK","Alaska","PHO","Point Hope, AK","Alaska",
228.00,978.00,"SkyWest Airlines Inc.","BGR","Bangor, ME","Maine","ORD","Chicago, IL","Illinois",
228.00,772.00,"Southwest Airlines Co.","AUS","Austin, TX","Texas","OMA","Omaha, NE","Nebraska",
228.00,930.00,"Southwest Airlines Co.","CHS","Charleston, SC","South Carolina","MCI","Kansas City, MO","Missouri",
229.00,86.00,"Hageland Aviation Service","BRW","Barrow, AK","Alaska","AIN","Wainwright, AK","Alaska",
229.00,180.00,"Boutique Air","DEN","Denver, CO","Colorado","AIA","Alliance, NE","Nebraska",
229.00,1168.00,"American Airlines Inc.","TUL","Tulsa, OK","Oklahoma","MIA","Miami, FL","Florida",
229.00,3951.00,"Delta Air Lines Inc.","KOA","Kona, HI","Hawaii","MSP","Minneapolis, MN","Minnesota",
229.00,515.00,"Commutair Aka Champlain Enterprises, Inc.","IAD","Washington, DC","Virginia","SAV","Savannah, GA","Georgia",
230.00,59.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","JNU","Juneau, AK","Alaska","AGN","Angoon, AK","Alaska",
230.00,201.00,"Cape Air","BIL","Billings, MT","Montana","GDV","Glendive, MT","Montana",
230.00,237.00,"Wright Air Service","FAI","Fairbanks, AK","Alaska","ARC","Arctic Village, AK","Alaska",
230.00,235.00,"Katmai Air","LKK","Kulik Lake, AK","Alaska","DQL","Anchorage, AK","Alaska",
231.00,152.00,"SkyWest Airlines Inc.","TYS","Knoxville, TN","Tennessee","ATL","Atlanta, GA","Georgia",
231.00,254.00,"Wright Air Service","HSL","Huslia, AK","Alaska","FAI","Fairbanks, AK","Alaska",
231.00,500.00,"Trans States Airlines","IND","Indianapolis, IN","Indiana","DCA","Washington, DC","Virginia",
231.00,1404.00,"Southwest Airlines Co.","SLC","Salt Lake City, UT","Utah","BNA","Nashville, TN","Tennessee",
232.00,723.00,"Republic Airline","CLT","Charlotte, NC","North Carolina","ACK","Nantucket, MA","Massachusetts",
232.00,316.00,"ExpressJet Airlines Inc.","IAH","Houston, TX","Texas","MFE","Mission/McAllen/Edinburg, TX","Texas",
232.00,98.00,"GoJet Airlines LLC d/b/a United Express","DTW","Detroit, MI","Michigan","MBS","Saginaw/Bay City/Midland, MI","Michigan",
232.00,1455.00,"Sun Country Airlines d/b/a MN Airlines","IFP","Bullhead City, AZ","Arizona","MSN","Madison, WI","Wisconsin",
232.00,254.00,"Wright Air Service","FAI","Fairbanks, AK","Alaska","AKP","Anaktuvuk Pass, AK","Alaska",
233.00,191.00,"Republic Airline","IAH","Houston, TX","Texas","SAT","San Antonio, TX","Texas",
233.00,41.00,"Harris Air Services","GST","Gustavus, AK","Alaska","JNU","Juneau, AK","Alaska",
233.00,146.00,"Multi-Aero, Inc. d/b/a Air Choice One","STL","St. Louis, MO","Missouri","BRL","Burlington, IA","Iowa",
234.00,1010.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","PWM","Portland, ME","Maine",
234.00,98.00,"GoJet Airlines LLC d/b/a United Express","MBS","Saginaw/Bay City/Midland, MI","Michigan","DTW","Detroit, MI","Michigan",
234.00,1639.00,"Southwest Airlines Co.","SNA","Santa Ana, CA","California","MSY","New Orleans, LA","Louisiana",
234.00,1553.00,"Southwest Airlines Co.","ABQ","Albuquerque, NM","New Mexico","MCO","Orlando, FL","Florida",
234.00,420.00,"Commutair Aka Champlain Enterprises, Inc.","IAD","Washington, DC","Virginia","TYS","Knoxville, TN","Tennessee",
235.00,197.00,"Bering Air Inc.","OME","Nome, AK","Alaska","GAM","Gambell, AK","Alaska",
235.00,180.00,"Boutique Air","AIA","Alliance, NE","Nebraska","DEN","Denver, CO","Colorado",
235.00,184.00,"Tradewind Aviation","MVY","Martha's Vineyard, MA","Massachusetts","TEB","Teterboro, NJ","New Jersey",
235.00,1118.00,"Envoy Air","ORD","Chicago, IL","Illinois","ABQ","Albuquerque, NM","New Mexico",
235.00,977.00,"Envoy Air","AUS","Austin, TX","Texas","ORD","Chicago, IL","Illinois",
235.00,1149.00,"Southwest Airlines Co.","DTW","Detroit, MI","Michigan","AUS","Austin, TX","Texas",
236.00,558.00,"Southwest Airlines Co.","ONT","Ontario, CA","California","SLC","Salt Lake City, UT","Utah",
237.00,224.00,"Envoy Air","DFW","Dallas/Fort Worth, TX","Texas","IAH","Houston, TX","Texas",
237.00,655.00,"Envoy Air","LGA","New York, NY","New York","TVC","Traverse City, MI","Michigan",
237.00,341.00,"ADVANCED AIR, LLC","OAK","Oakland, CA","California","HHR","Hawthorne, CA","California",
237.00,403.00,"Air Wisconsin Airlines Corp","ORD","Chicago, IL","Illinois","MCI","Kansas City, MO","Missouri",
238.00,559.00,"Southwest Airlines Co.","MEM","Memphis, TN","Tennessee","AUS","Austin, TX","Texas",
238.00,86.00,"Hageland Aviation Service","AIN","Wainwright, AK","Alaska","BRW","Barrow, AK","Alaska",
239.00,426.00,"Via Airlines d/b/a Charter Air Transport","AUS","Austin, TX","Texas","TUL","Tulsa, OK","Oklahoma",
239.00,279.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","VCT","Victoria, TX","Texas","DFW","Dallas/Fort Worth, TX","Texas",
239.00,799.00,"United Air Lines Inc.","MSN","Madison, WI","Wisconsin","EWR","Newark, NJ","New Jersey",
239.00,797.00,"Via Airlines d/b/a Charter Air Transport","TUS","Tucson, AZ","Arizona","AUS","Austin, TX","Texas",
239.00,550.00,"Elite Airways LLC","VRB","Vero Beach, FL","Florida","AVL","Asheville, NC","North Carolina",
239.00,1455.00,"Sun Country Airlines d/b/a MN Airlines","MSN","Madison, WI","Wisconsin","IFP","Bullhead City, AZ","Arizona",
239.00,2172.00,"Alaska Airlines Inc.","PDX","Portland, OR","Oregon","ATL","Atlanta, GA","Georgia",
239.00,119.00,"Multi-Aero, Inc. d/b/a Air Choice One","MSP","Minneapolis, MN","Minnesota","MCW","Mason City, IA","Iowa",
240.00,562.00,"Endeavor Air Inc.","XNA","Fayetteville, AR","Arkansas","CVG","Cincinnati, OH","Kentucky",
240.00,2193.00,"Southwest Airlines Co.","RDU","Raleigh/Durham, NC","North Carolina","SAN","San Diego, CA","California",
